id;federal_subject;boundary_name
00000000520806;Москва;Республика Дагестан
00000000520844;Саратовская область;Республика Адыгея
00000000520866;Московская область;Тульская область
00000000521008;Калужская область;Новосибирская область
00000000521010;Калужская область;Курская область
00000000521035;Ивановская область;Краснодарский край
00000000521040;Воронежская область;Республика Дагестан
00000000521094;Краснодарский край;Москва
00000000521096;Ставропольский край;Алтайский край
00000000521106;Калужская область;Пензенская область
00000000521129;Новосибирская область;Москва
00000000521136;Самарская область;Республика Дагестан
00000000521142;Ставропольский край;Алтайский край
00000000521148;Севастополь;Республика Дагестан
00000000521158;Санкт-Петербург;не найдено
00000000521212;Курская область;Калужская область
00000000521225;Владимирская область;Курганская область
00000000521241;Саратовская область;Республика Татарстан
00000000521255;Москва;Республика Дагестан
00000000521256;Новосибирская область;Санкт-Петербург
00000000521307;Новгородская область;Краснодарский край
00000000521315;Республика Крым;Ленинградская область
00000000521340;Москва;Республика Дагестан
00000000521366;Краснодарский край;Алтайский край
00000000521380;Кировская область;Москва
00000000521381;Тульская область;Московская область
00000000521383;Краснодарский край;Новосибирская область
00000000521436;Белгородская область;Орловская область
00000000521449;Москва;Республика Дагестан
00000000521450;Москва;Ленинградская область
00000000521459;Курская область;не найдено
00000000521461;Москва;Ленинградская область
00000000521464;Свердловская область;Республика Марий Эл
00000000521474;Хабаровский край;Тюменская область
00000000521479;Калужская область;Алтайский край
00000000521496;Кировская область;Московская область
00000000521511;Кировская область;Свердловская область
00000000521512;Кировская область;Свердловская область
00000000521513;Кировская область;Свердловская область
00000000521529;Тверская область;Ростовская область
00000000521567;Москва;Республика Дагестан
00000000521579;Калужская область;Липецкая область
00000000521656;Республика Крым;Саратовская область
00000000521718;Владимирская область;Алтайский край
00000000521760;Новосибирская область;Иркутская область
00000000521803;Тульская область;Нижегородская область
00000000521815;Краснодарский край;Иркутская область
00000000521912;Воронежская область;Ростовская область
00000000521919;Севастополь;Севастополь
00000000521960;Пермский край;Приморский край
00000000521961;Пермский край;Саратовская область
00000000521963;Нижегородская область;Республика Мордовия
00000000521992;Московская область;Москва
00000000521993;Владимирская область;Ставропольский край
00000000521999;Республика Крым;Московская область
00000000522086;Ярославская область;Республика Татарстан
00000000522112;Республика Башкортостан;Карачаево-Черкесия
00000000522114;Республика Башкортостан;Новосибирская область
00000000522137;Костромская область;Ростовская область
00000000522139;Воронежская область;Иркутская область
00000000522165;Московская область;Республика Татарстан
00000000522195;Москва;Республика Дагестан
00000000522211;Орловская область;Волгоградская область
00000000522221;Ямало-Ненецкий автономный округ;Республика Дагестан
00000000522238;Смоленская область;Республика Дагестан
00000000522278;Смоленская область;Тверская область
00000000522316;Смоленская область;Ставропольский край
00000000522319;Смоленская область;не найдено
00000000522348;Смоленская область;Калужская область
00000000522349;Смоленская область;Калужская область
00000000522372;Ленинградская область;Санкт-Петербург
00000000522375;Москва;Республика Дагестан
00000000522386;Астраханская область;Алтайский край
00000000522398;Кемеровская область;Саратовская область
00000000522413;Ростовская область;Ленинградская область
00000000522425;Забайкальский край;Республика Дагестан
00000000522464;Республика Башкортостан;Хабаровский край
00000000522480;Республика Башкортостан;Республика Мордовия
00000000522481;Республика Башкортостан;Калужская область
00000000522496;Москва;Республика Дагестан
00000000522508;Санкт-Петербург;Московская область
00000000522509;Республика Адыгея;Новосибирская область
00000000522510;Новосибирская область;Санкт-Петербург
00000000522511;Москва;Республика Дагестан
00000000522530;Тверская область;Ставропольский край
00000000522533;Москва;Республика Дагестан
00000000522579;Волгоградская область;Красноярский край
00000000522588;Краснодарский край;Новосибирская область
00000000522589;Краснодарский край;Ставропольский край
00000000522607;Республика Крым;Республика Дагестан
00000000522615;Московская область;Ростовская область
00000000522621;Московская область;Томская область
00000000522635;Новосибирская область;Санкт-Петербург
00000000522637;Ханты-Мансийский автономный округ - Югра;Архангельская область
00000000522648;Москва;Республика Дагестан
00000000522667;Рязанская область;Волгоградская область
00000000522669;Москва;Республика Дагестан
00000000522696;Москва;Республика Дагестан
00000000522699;Костромская область;Иркутская область
00000000522705;Москва;Республика Дагестан
00000000522721;Челябинская область;Нижегородская область
00000000522729;Краснодарский край;Республика Татарстан
00000000522742;Тюменская область;Свердловская область
00000000522745;Кировская область;Республика Башкортостан
00000000522746;Московская область;не найдено
00000000522752;Краснодарский край;Ставропольский край
00000000522756;Москва;Республика Дагестан
00000000522773;Ханты-Мансийский автономный округ - Югра;Амурская область
00000000522815;Ставропольский край;Алтайский край
00000000522840;Москва;Республика Дагестан
00000000522842;Москва;Пермский край
00000000522844;Ростовская область;Волгоградская область
00000000522868;Кабардино-Балкарская республика;Волгоградская область
00000000522919;Москва;Свердловская область
00000000522932;Санкт-Петербург;Новосибирская область
00000000522938;Амурская область;Пермский край
00000000522963;Москва;Московская область
00000000522968;Москва;Республика Дагестан
00000000522973;Санкт-Петербург;Ленинградская область
00000000522985;Краснодарский край;Москва
00000000523010;Республика Северная Осетия — Алания;Москва
00000000523012;Республика Крым;Ставропольский край
00000000523028;Забайкальский край;Иркутская область
00000000523035;Москва;Республика Дагестан
00000000523047;Красноярский край;Калининградская область
00000000523057;Санкт-Петербург;Ленинградская область
00000000523070;Москва;Республика Дагестан
00000000523091;Кабардино-Балкарская республика;Карачаево-Черкесия
00000000523150;Ставропольский край;Удмуртская республика
00000000523180;Москва;Республика Дагестан
00000000523182;Московская область;Республика Татарстан
00000000523217;Мурманская область;Воронежская область
00000000523231;Астраханская область;Москва
00000000523232;РФ;Забайкальский край
00000000523241;Ростовская область;Ставропольский край
00000000523267;Ивановская область;Ростовская область
00000000523269;Новосибирская область;Красноярский край
00000000523311;Москва;Московская область
00000000523316;Ростовская область;Республика Дагестан
00000000523317;Ростовская область;Республика Дагестан
00000000523323;Чувашская республика;Рязанская область
00000000523333;Чувашская республика;Краснодарский край
00000000523338;Чувашская республика;Республика Башкортостан
00000000523349;Воронежская область;Москва
00000000523350;Воронежская область;Москва
00000000523353;Москва;Республика Дагестан
00000000523363;Москва;Республика Дагестан
00000000523373;Кемеровская область;Ставропольский край
00000000523423;Челябинская область;Свердловская область
00000000523447;Санкт-Петербург;Брянская область
00000000523454;Амурская область;Калининградская область
00000000523456;Челябинская область;Республика Марий Эл
00000000523505;Республика Хакасия;Краснодарский край
00000000523513;Республика Хакасия;Хабаровский край
00000000523514;Республика Хакасия;Республика Татарстан
00000000523519;Республика Хакасия;Оренбургская область
00000000523529;Москва;Республика Дагестан
00000000523532;Севастополь;Севастополь
00000000523534;Тамбовская область;Алтайский край
00000000523558;Тульская область;Ленинградская область
00000000523560;Челябинская область;Республика Карелия
00000000523564;Свердловская область;Тверская область
00000000523565;Свердловская область;Тверская область
00000000523620;Москва;Республика Дагестан
00000000523629;Краснодарский край;Новосибирская область
00000000523631;Республика Крым;Челябинская область
00000000523634;Москва;Калужская область
00000000523688;Москва;Республика Дагестан
00000000523694;Московская область;Челябинская область
00000000523700;Нижегородская область;Алтайский край
00000000523704;Москва;Республика Дагестан
00000000523710;Ростовская область;Владимирская область
00000000523728;Челябинская область;Калужская область
00000000523736;Ленинградская область;Республика Марий Эл
00000000523790;Оренбургская область;Республика Дагестан
00000000523796;Оренбургская область;Республика Дагестан
00000000523808;Республика Крым;Московская область
00000000523816;Севастополь;Севастополь
00000000523828;Ставропольский край;Москва
00000000523852;Воронежская область;Новосибирская область
00000000523855;Воронежская область;Республика Дагестан
00000000523856;Воронежская область;Республика Дагестан
00000000523863;Севастополь;Севастополь
00000000523864;Севастополь;Севастополь
00000000523891;Орловская область;Москва
00000000523895;Орловская область;Вологодская область
00000000523914;Орловская область;Вологодская область
00000000523949;Краснодарский край;Ставропольский край
00000000523962;Москва;Республика Дагестан
00000000524005;Санкт-Петербург;Ленинградская область
00000000524020;Краснодарский край;Республика Дагестан
00000000524023;Москва;Республика Дагестан
00000000524105;Москва;Республика Дагестан
00000000524129;Москва;Республика Дагестан
00000000524205;Краснодарский край;Свердловская область
00000000524279;Тульская область;Саратовская область
00000000524294;Оренбургская область;Республика Дагестан
00000000524299;Ивановская область;Кировская область
00000000524305;Москва;Пермский край
00000000524346;Хабаровский край;Калининградская область
00000000524357;Санкт-Петербург;не найдено
00000000524372;Республика Крым;Республика Дагестан
00000000524383;Воронежская область;Республика Дагестан
00000000524411;Краснодарский край;Новосибирская область
00000000524426;Краснодарский край;Ленинградская область
00000000524440;Республика Башкортостан;Челябинская область
00000000524441;Республика Башкортостан;Краснодарский край
00000000524448;Республика Саха (Якутия);не найдено
00000000524467;Республика Башкортостан;Ленинградская область
00000000524477;Республика Калмыкия;Санкт-Петербург
00000000524486;Владимирская область;Иркутская область
00000000524500;Краснодарский край;Алтайский край
00000000524522;Ростовская область;Приморский край
00000000524528;Новосибирская область;Санкт-Петербург
00000000524530;Рязанская область;Иркутская область
00000000524556;Москва;Республика Дагестан
00000000524560;Ханты-Мансийский автономный округ - Югра;Иркутская область
00000000524593;Амурская область;Хабаровский край
00000000524612;Свердловская область;Московская область
00000000524634;Москва;Республика Дагестан
00000000524636;Москва;Республика Дагестан
00000000524660;Смоленская область;не найдено
00000000524669;Москва;Республика Дагестан
00000000524678;Республика Бурятия;Ростовская область
00000000524680;Томская область;Ростовская область
00000000524682;Томская область;Ростовская область
00000000524697;Республика Крым;Республика Дагестан
00000000524709;Волгоградская область;Ростовская область
00000000524741;Московская область;Алтайский край
00000000524742;Краснодарский край;Самарская область
00000000524782;Забайкальский край;Пермский край
00000000524793;Республика Крым;Нижегородская область
00000000524796;Ростовская область;Алтайский край
00000000524801;Ленинградская область;Тверская область
00000000524804;Краснодарский край;Республика Дагестан
00000000524811;Ставропольский край;Иркутская область
00000000524814;Республика Адыгея;Волгоградская область
00000000524880;Нижегородская область;Самарская область
00000000524884;Московская область;Москва
00000000524923;Краснодарский край;Псковская область
00000000524935;Краснодарский край;Карачаево-Черкесия
00000000524946;Нижегородская область;Челябинская область
00000000524955;Московская область;Свердловская область
00000000524964;Орловская область;Ставропольский край
00000000524968;Приморский край;Ленинградская область
00000000524995;Республика Крым;Республика Карелия
00000000525014;Республика Адыгея;Ленинградская область
00000000525016;Липецкая область;Республика Мордовия
00000000525038;Москва;Московская область
00000000525069;Кировская область;Республика Татарстан
00000000525077;Республика Татарстан;Омская область
00000000525083;Москва;Республика Дагестан
00000000525088;Москва;Республика Дагестан
00000000525093;Москва;Республика Дагестан
00000000525141;Московская область;Москва
00000000525182;Республика Татарстан;Владимирская область
00000000525224;Москва;Республика Дагестан
00000000525229;Москва;Республика Дагестан
00000000525249;Ленинградская область;Хабаровский край
00000000525254;Калининградская область;Московская область
00000000525259;Москва;Забайкальский край
00000000525279;Курганская область;Ямало-Ненецкий автономный округ
00000000525294;Астраханская область;Санкт-Петербург
00000000525331;Кемеровская область;Алтайский край
00000000525374;Московская область;Республика Татарстан
00000000525429;Курская область;Московская область
00000000525435;Амурская область;Курганская область
00000000525462;Санкт-Петербург;Москва
00000000525464;Санкт-Петербург;Ленинградская область
00000000525486;Севастополь;Севастополь
00000000525502;Краснодарский край;Алтайский край
00000000525511;Чеченская республика;Тверская область
00000000525604;Липецкая область;Республика Татарстан
00000000525607;Севастополь;Севастополь
00000000525621;Новосибирская область;Республика Адыгея
00000000525655;Липецкая область;Республика Марий Эл
00000000525656;Липецкая область;Республика Татарстан
00000000525657;Липецкая область;Оренбургская область
00000000525658;Липецкая область;Республика Татарстан
00000000525659;Липецкая область;Республика Татарстан
00000000525660;Липецкая область;Республика Татарстан
00000000525661;Липецкая область;Республика Татарстан
00000000525662;Липецкая область;Республика Татарстан
00000000525663;Липецкая область;Республика Татарстан
00000000525664;Липецкая область;Республика Татарстан
00000000525665;Липецкая область;Республика Татарстан
00000000525666;Липецкая область;Республика Татарстан
00000000525667;Липецкая область;Республика Татарстан
00000000525668;Липецкая область;Республика Татарстан
00000000525669;Липецкая область;Республика Татарстан
00000000525672;Липецкая область;Курская область
00000000525673;Липецкая область;Республика Татарстан
00000000525674;Липецкая область;Республика Татарстан
00000000525732;Краснодарский край;Омская область
00000000525748;Республика Саха (Якутия);Ростовская область
00000000525751;Республика Тыва;Новосибирская область
00000000525766;Алтайский край;Курская область
00000000525792;Московская область;Иркутская область
00000000525805;Ростовская область;Ставропольский край
00000000525806;Новосибирская область;Санкт-Петербург
00000000525816;Калужская область;Тверская область
00000000525836;Краснодарский край;Ставропольский край
00000000525864;Омская область;Кировская область
00000000525870;Краснодарский край;Республика Коми
00000000525876;Республика Крым;Ставропольский край
00000000525893;Самарская область;Республика Татарстан
00000000525927;Новосибирская область;Ростовская область
00000000525929;Воронежская область;Москва
00000000525943;Амурская область;Белгородская область
00000000525986;Москва;Чувашская республика
00000000525990;Ленинградская область;не найдено
00000000526011;Севастополь;Севастополь
00000000526013;Московская область;Санкт-Петербург
00000000526035;Кемеровская область;Алтайский край
00000000526066;Воронежская область;Республика Мордовия
00000000526081;Москва;Республика Дагестан
00000000526082;Москва;Республика Дагестан
00000000526087;Рязанская область;Ленинградская область
00000000526093;Ленинградская область;не найдено
00000000526104;Республика Башкортостан;Ростовская область
00000000526219;Москва;Московская область
00000000526245;Краснодарский край;Ставропольский край
00000000526253;Новгородская область;Оренбургская область
00000000526258;Республика Крым;Республика Дагестан
00000000526263;Ростовская область;Республика Хакасия
00000000526265;Краснодарский край;Новосибирская область
00000000526311;Новосибирская область;Забайкальский край
00000000526321;Омская область;Смоленская область
00000000526335;Республика Саха (Якутия);Самарская область
00000000526339;Иркутская область;Ставропольский край
00000000526358;Республика Мордовия;Ивановская область
00000000526383;Тамбовская область;Воронежская область
00000000526387;Москва;Республика Дагестан
00000000526389;Москва;Московская область
00000000526409;Москва;Республика Дагестан
00000000526445;Алтайский край;Пермский край
00000000526449;Краснодарский край;Московская область
00000000526459;Севастополь;Севастополь
00000000526483;Республика Мордовия;Самарская область
00000000526484;Республика Мордовия;Владимирская область
00000000526506;Севастополь;Севастополь
00000000526517;Севастополь;Севастополь
00000000526530;Севастополь;Владимирская область
00000000526553;Ставропольский край;Республика Дагестан
00000000526565;Краснодарский край;Ленинградская область
00000000526566;Республика Адыгея;Москва
00000000526574;Саратовская область;Калининградская область
00000000526596;Москва;Республика Дагестан
00000000526597;Севастополь;Севастополь
00000000526606;Республика Бурятия;Волгоградская область
00000000526630;Ханты-Мансийский автономный округ - Югра;не найдено
00000000526657;Республика Крым;Тюменская область
00000000526668;Приморский край;Санкт-Петербург
00000000526681;Омская область;Челябинская область
00000000526735;Челябинская область;Курская область
00000000526736;Липецкая область;Республика Татарстан
00000000526739;Липецкая область;Республика Татарстан
00000000526741;Липецкая область;Республика Татарстан
00000000526748;Краснодарский край;Алтайский край
00000000526760;Республика Татарстан;Владимирская область
00000000526765;Нижегородская область;Ростовская область
00000000526780;Курганская область;Республика Дагестан
00000000526798;Московская область;Ярославская область
00000000526822;Псковская область;Калининградская область
00000000526857;Санкт-Петербург;Ленинградская область
00000000527062;Нижегородская область;Республика Мордовия
00000000527063;Нижегородская область;Республика Мордовия
00000000527095;Краснодарский край;Москва
00000000527097;Санкт-Петербург;Краснодарский край
00000000527219;Москва;Московская область
00000000527272;Санкт-Петербург;Ленинградская область
00000000527379;Московская область;Иркутская область
00000000527399;Челябинская область;Архангельская область
00000000527406;Санкт-Петербург;Новгородская область
00000000527438;Тульская область;Ставропольский край
00000000527446;Московская область;Пермский край
00000000527501;Воронежская область;Москва
00000000527536;Севастополь;Севастополь
00000000527747;Севастополь;Севастополь
00000000527780;Московская область;Иркутская область
00000000527813;Ямало-Ненецкий автономный округ;не найдено
00000000527824;Воронежская область;Москва
00000000527876;Краснодарский край;Ставропольский край
00000000527938;Московская область;Астраханская область
00000000527993;Московская область;Москва
00000000528019;Ставропольский край;Курская область
00000000528021;Курская область;Свердловская область
00000000528034;Севастополь;Республика Карелия
00000000528044;Московская область;Тульская область
00000000528074;Ростовская область;Хабаровский край
00000000528081;Красноярский край;Воронежская область
00000000528195;Севастополь;Севастополь
00000000528323;Москва;Московская область
00000000528342;Ростовская область;Ленинградская область
00000000528420;Москва;Московская область
00000000528469;Ярославская область;Кировская область
00000000528518;Новосибирская область;Свердловская область
00000000528540;Ярославская область;Владимирская область
00000000528630;Томская область;Ростовская область
00000000528633;Московская область;Москва
00000000528670;Московская область;Иркутская область
00000000528701;Омская область;Волгоградская область
00000000528755;Новосибирская область;Республика Дагестан
00000000528786;Москва;Московская область
00000000528788;Москва;Московская область
00000000528809;Краснодарский край;Алтайский край
00000000528823;Севастополь;Севастополь
00000000528963;Москва;Оренбургская область
00000000529053;Тамбовская область;Чеченская республика
00000000529058;Белгородская область;Республика Татарстан
00000000529206;Москва;Владимирская область
00000000529516;Забайкальский край;Ленинградская область
00000000529559;Ульяновская область;Ставропольский край
00000000529606;Кемеровская область;Волгоградская область
00000000529625;Республика Башкортостан;Волгоградская область
00000000529641;Республика Башкортостан;Москва
00000000529646;Краснодарский край;Республика Дагестан
00000000529684;Омская область;Ленинградская область
00000000529688;Севастополь;Севастополь
00000000529858;Москва;Московская область
00000000529942;Воронежская область;Москва
00000000530018;Ямало-Ненецкий автономный округ;Москва
00000000530035;Санкт-Петербург;Иркутская область
00000000530107;Томская область;Кемеровская область
00000000530140;Московская область;Иркутская область
00000000530277;Москва;Московская область
00000000530319;Московская область;Пермский край
00000000530326;Московская область;Москва
00000000530327;Московская область;Республика Марий Эл
00000000530393;Москва;Самарская область
00000000530466;Москва;Московская область
00000000530510;Владимирская область;Ставропольский край
00000000530524;Курская область;Воронежская область
00000000530657;Иркутская область;Алтайский край
00000000530700;Московская область;Республика Калмыкия
00000000531030;Санкт-Петербург;Ленинградская область
00000000531046;Красноярский край;Калининградская область
00000000531140;Севастополь;Севастополь
00000000531149;Республика Саха (Якутия);Саратовская область
00000000531236;Алтайский край;Московская область
00000000531267;Свердловская область;Самарская область
00000000531401;Новгородская область;Новосибирская область
00000000531406;Новгородская область;Алтайский край
00000000531408;Санкт-Петербург;Чувашская республика
00000000531484;Санкт-Петербург;Москва
00000000531530;Республика Башкортостан;Челябинская область
00000000531532;Краснодарский край;Алтайский край
00000000531583;Ростовская область;Брянская область
00000000531591;Севастополь;Севастополь
00000000531626;Нижегородская область;Ставропольский край
00000000531718;Мурманская область;Москва
00000000531788;Севастополь;Московская область
00000000531974;Ставропольский край;Республика Дагестан
00000000532049;Московская область;Москва
00000000532243;Республика Крым;Республика Дагестан
00000000532245;Республика Крым;Ставропольский край
00000000532331;Севастополь;Севастополь
00000000532370;Красноярский край;Краснодарский край
00000000532414;Севастополь;Севастополь
00000000532415;Севастополь;Севастополь
00000000532416;Севастополь;Севастополь
00000000532418;Севастополь;Севастополь
00000000532589;Ростовская область;Иркутская область
00000000532621;Приморский край;Челябинская область
00000000532786;Самарская область;Кемеровская область
00000000532883;РФ;не найдено
00000000532993;Севастополь;Севастополь
00000000533039;Москва;Московская область
00000000533049;Москва;Московская область
00000000533112;Алтайский край;Пермский край
00000000533133;Удмуртская республика;Республика Дагестан
00000000533175;Московская область;Иркутская область
00000000533328;Севастополь;Севастополь
00000000533373;Московская область;Новосибирская область
00000000533409;Севастополь;Севастополь
00000000533488;Забайкальский край;Красноярский край
00000000533499;Москва;Архангельская область
00000000533507;Краснодарский край;Москва
00000000533610;Санкт-Петербург;Курская область
00000000533773;Москва;Московская область
00000000533785;Краснодарский край;Республика Коми
00000000533963;Ставропольский край;Новосибирская область
00000000533975;Москва;Республика Дагестан
00000000534108;Курская область;Алтайский край
00000000534212;Севастополь;Севастополь
00000000534214;Республика Крым;Ленинградская область
00000000534216;Санкт-Петербург;Курская область
00000000534287;Московская область;Москва
00000000534416;Белгородская область;Республика Татарстан
00000000534492;Нижегородская область;Республика Мордовия
00000000534572;Нижегородская область;Красноярский край
00000000534630;Москва;Московская область
00000000534677;Оренбургская область;Воронежская область
00000000534682;Волгоградская область;Приморский край
00000000534683;Волгоградская область;Краснодарский край
00000000534773;Москва;Московская область
00000000534852;Севастополь;Республика Дагестан
00000000534853;Севастополь;Севастополь
00000000534865;Республика Крым;Новосибирская область
00000000534945;Псковская область;Республика Дагестан
00000000534957;Псковская область;Московская область
00000000534959;Псковская область;Тверская область
00000000534967;Астраханская область;Новосибирская область
00000000534969;Псковская область;Белгородская область
00000000534997;РФ;не найдено
00000000535127;Республика Бурятия;Нижегородская область
00000000535132;Москва;Свердловская область
00000000535182;Москва;Астраханская область
00000000535302;Красноярский край;Московская область
00000000535306;Красноярский край;Рязанская область
00000000535307;Красноярский край;Республика Адыгея
00000000535310;Красноярский край;Приморский край
00000000535312;Красноярский край;Воронежская область
00000000535313;Красноярский край;Московская область
00000000535314;Красноярский край;Удмуртская республика
00000000535315;Красноярский край;Кировская область
00000000535317;Красноярский край;Краснодарский край
00000000535322;Красноярский край;Хабаровский край
00000000535323;Красноярский край;Смоленская область
00000000535327;Красноярский край;Республика Башкортостан
00000000535330;Красноярский край;Московская область
00000000535365;Республика Крым;Ставропольский край
00000000535370;Красноярский край;Нижегородская область
00000000535507;Карачаево-Черкесская республика;Ставропольский край
00000000535578;Чукотский автономный округ;Московская область
00000000535601;Ставропольский край;Новосибирская область
00000000535682;Красноярский край;Пермский край
00000000535684;Красноярский край;Волгоградская область
00000000535685;Красноярский край;Новосибирская область
00000000535687;Красноярский край;Челябинская область
00000000535689;Красноярский край;Республика Алтай
00000000535691;Красноярский край;Московская область
00000000535696;Москва;Московская область
00000000535721;Воронежская область;Москва
00000000535869;Иркутская область;Вологодская область
00000000535961;Ханты-Мансийский автономный округ - Югра;Пермский край
00000000536104;Астраханская область;Новгородская область
00000000536120;Севастополь;Севастополь
00000000536166;Севастополь;Севастополь
00000000536315;Москва;Московская область
00000000536379;Москва;Московская область
00000000536506;Нижегородская область;Чувашская республика
00000000536532;Москва;Хабаровский край
00000000536551;Ставропольский край;Алтайский край
00000000536650;Иркутская область;Ставропольский край
00000000536712;Волгоградская область;Новгородская область
00000000536779;Краснодарский край;Алтайский край
00000000536824;Архангельская область;Республика Дагестан
00000000536848;Москва;Пермский край
00000000536906;Сахалинская область;Вологодская область
00000000536911;Республика Бурятия;Волгоградская область
00000000537023;Хабаровский край;Республика Дагестан
00000000537153;Москва;Московская область
